Job Category,Candidate,Actual Category,Fit Score
HEALTHCARE,23841877.pdf,CHEF,0.056
AVIATION,22351830.pdf,CONSULTANT,0.056
ENGINEERING,44476983.pdf,HR,0.056
AUTOMOBILE,93436805.pdf,CONSTRUCTION,0.056
HEALTHCARE,14593060.pdf,CONSULTANT,0.056
FITNESS,29968330.pdf,AGRICULTURE,0.056
AGRICULTURE,82118447.pdf,BUSINESS-DEVELOPMENT,0.056
ADVOCATE,23841877.pdf,CHEF,0.056
AUTOMOBILE,21297828.pdf,PUBLIC-RELATIONS,0.056
ARTS,18669563.pdf,ACCOUNTANT,0.056
TEACHER,27485716.pdf,INFORMATION-TECHNOLOGY,0.056
ENGINEERING,49937469.pdf,HR,0.056
APPAREL,21629057.pdf,ENGINEERING,0.056
FITNESS,29908929.pdf,BUSINESS-DEVELOPMENT,0.056
ADVOCATE,22965804.pdf,CONSTRUCTION,0.056
ADVOCATE,29050809.pdf,ACCOUNTANT,0.056
DIGITAL-MEDIA,17983430.pdf,AVIATION,0.056
HEALTHCARE,11677077.pdf,APPAREL,0.056
HEALTHCARE,42384185.pdf,DESIGNER,0.056
PUBLIC-RELATIONS,55712978.pdf,AGRICULTURE,0.056
CHEF,25001005.pdf,PUBLIC-RELATIONS,0.056
BANKING,25525152.pdf,DIGITAL-MEDIA,0.056
FITNESS,20736486.pdf,HEALTHCARE,0.056
BANKING,29075857.pdf,INFORMATION-TECHNOLOGY,0.056
APPAREL,67582956.pdf,DESIGNER,0.056
APPAREL,26622051.pdf,DESIGNER,0.056
TEACHER,18460045.pdf,DESIGNER,0.056
HR,71888547.pdf,CONSULTANT,0.056
APPAREL,27295996.pdf,INFORMATION-TECHNOLOGY,0.056
ACCOUNTANT,15293959.pdf,FITNESS,0.056
AUTOMOBILE,32219038.pdf,HEALTHCARE,0.056
DIGITAL-MEDIA,37664296.pdf,DESIGNER,0.056
INFORMATION-TECHNOLOGY,96260484.pdf,HEALTHCARE,0.056
AVIATION,19362586.pdf,BPO,0.056
ENGINEERING,86322251.pdf,TEACHER,0.056
ENGINEERING,14708590.pdf,ADVOCATE,0.056
AUTOMOBILE,20836112.pdf,FINANCE,0.056
INFORMATION-TECHNOLOGY,20736486.pdf,HEALTHCARE,0.056
INFORMATION-TECHNOLOGY,15603319.pdf,AGRICULTURE,0.056
DIGITAL-MEDIA,13330982.pdf,TEACHER,0.056
PUBLIC-RELATIONS,10466583.pdf,DESIGNER,0.056
AUTOMOBILE,21297521.pdf,BANKING,0.056
APPAREL,29784524.pdf,CHEF,0.056
AVIATION,27884470.pdf,BANKING,0.056
ADVOCATE,29483501.pdf,CONSTRUCTION,0.056
HR,11155153.pdf,DESIGNER,0.056
SALES,16899268.pdf,INFORMATION-TECHNOLOGY,0.056
TEACHER,30504149.pdf,DIGITAL-MEDIA,0.056
ARTS,22452756.pdf,AUTOMOBILE,0.056
APPAREL,65708020.pdf,BUSINESS-DEVELOPMENT,0.056
APPAREL,16846478.pdf,BUSINESS-DEVELOPMENT,0.056
APPAREL,31813535.pdf,BUSINESS-DEVELOPMENT,0.056
DESIGNER,16861758.pdf,HR,0.056
CONSTRUCTION,54232810.pdf,AVIATION,0.056
AVIATION,16653657.pdf,AGRICULTURE,0.056
AUTOMOBILE,16626724.pdf,CONSTRUCTION,0.056
ARTS,22720697.pdf,FINANCE,0.056
CHEF,12065211.pdf,ACCOUNTANT,0.056
PUBLIC-RELATIONS,36856210.pdf,INFORMATION-TECHNOLOGY,0.056
DIGITAL-MEDIA,20835760.pdf,HEALTHCARE,0.056
CONSTRUCTION,15553584.pdf,BANKING,0.056
SALES,15721849.pdf,CONSTRUCTION,0.056
AUTOMOBILE,28897981.pdf,INFORMATION-TECHNOLOGY,0.056
SALES,22551979.pdf,TEACHER,0.056
ARTS,13520837.pdf,HR,0.056
ARTS,52618188.pdf,INFORMATION-TECHNOLOGY,0.056
ADVOCATE,19616406.pdf,HR,0.056
TEACHER,12504278.pdf,AVIATION,0.056
TEACHER,20552814.pdf,SALES,0.056
TEACHER,31454430.pdf,SALES,0.056
TEACHER,88907739.pdf,CONSULTANT,0.056
ADVOCATE,12045067.pdf,INFORMATION-TECHNOLOGY,0.055
TEACHER,30148777.pdf,AVIATION,0.055
AVIATION,21122155.pdf,FITNESS,0.055
AVIATION,17658471.pdf,FITNESS,0.055
SALES,25729119.pdf,TEACHER,0.055
APPAREL,16121387.pdf,HEALTHCARE,0.055
ADVOCATE,32896934.pdf,HR,0.055
ADVOCATE,33241454.pdf,INFORMATION-TECHNOLOGY,0.055
DIGITAL-MEDIA,24230851.pdf,INFORMATION-TECHNOLOGY,0.055
HEALTHCARE,18937778.pdf,BUSINESS-DEVELOPMENT,0.055
CHEF,23914451.pdf,HR,0.055
CHEF,28359817.pdf,ACCOUNTANT,0.055
TEACHER,19938081.pdf,FITNESS,0.055
APPAREL,12254068.pdf,CHEF,0.055
FITNESS,11270462.pdf,DIGITAL-MEDIA,0.055
SALES,37263609.pdf,DESIGNER,0.055
DESIGNER,82649935.pdf,ACCOUNTANT,0.055
FITNESS,27024099.pdf,ARTS,0.055
APPAREL,11088337.pdf,BUSINESS-DEVELOPMENT,0.055
AGRICULTURE,53640713.pdf,ACCOUNTANT,0.055
ENGINEERING,49486820.pdf,ADVOCATE,0.055
CONSTRUCTION,38115035.pdf,ARTS,0.055
BPO,48547319.pdf,TEACHER,0.055
ENGINEERING,37640804.pdf,ADVOCATE,0.055
AGRICULTURE,23782450.pdf,SALES,0.055
BANKING,12420359.pdf,CHEF,0.055
TEACHER,43752620.pdf,ENGINEERING,0.055
ACCOUNTANT,21178545.pdf,FITNESS,0.055
DIGITAL-MEDIA,28020046.pdf,AVIATION,0.055
BANKING,86551046.pdf,CHEF,0.055
CONSTRUCTION,46514339.pdf,APPAREL,0.055
INFORMATION-TECHNOLOGY,19616406.pdf,HR,0.055
HEALTHCARE,28522529.pdf,FINANCE,0.055
FINANCE,53265899.pdf,CHEF,0.055
CONSTRUCTION,19540089.pdf,FINANCE,0.055
CHEF,27030979.pdf,HEALTHCARE,0.055
PUBLIC-RELATIONS,67406885.pdf,CONSULTANT,0.055
PUBLIC-RELATIONS,10984392.pdf,CONSULTANT,0.055
FITNESS,29399491.pdf,SALES,0.055
AGRICULTURE,14825300.pdf,BUSINESS-DEVELOPMENT,0.055
ARTS,21338490.pdf,ACCOUNTANT,0.055
ARTS,30542184.pdf,ENGINEERING,0.055
FITNESS,15145575.pdf,BPO,0.055
ADVOCATE,78357954.pdf,AUTOMOBILE,0.055
AUTOMOBILE,27715131.pdf,ARTS,0.055
DIGITAL-MEDIA,79376680.pdf,SALES,0.055
AVIATION,21156767.pdf,CONSULTANT,0.055
FITNESS,28973180.pdf,FINANCE,0.055
AUTOMOBILE,31016926.pdf,CONSULTANT,0.055
TEACHER,32318506.pdf,ARTS,0.055
BANKING,11624880.pdf,PUBLIC-RELATIONS,0.055
FITNESS,31638814.pdf,BUSINESS-DEVELOPMENT,0.055
BANKING,28672970.pdf,INFORMATION-TECHNOLOGY,0.055
TEACHER,10751444.pdf,DESIGNER,0.055
PUBLIC-RELATIONS,91189201.pdf,CONSULTANT,0.055
ARTS,11183737.pdf,BPO,0.055
ARTS,20141807.pdf,SALES,0.055
ARTS,14358578.pdf,SALES,0.055
APPAREL,36569713.pdf,TEACHER,0.055
BUSINESS-DEVELOPMENT,69666645.pdf,FITNESS,0.055
ENGINEERING,25974844.pdf,HEALTHCARE,0.055
HEALTHCARE,13807808.pdf,APPAREL,0.055
DIGITAL-MEDIA,11020140.pdf,CONSULTANT,0.055
ARTS,45077654.pdf,BPO,0.055
ARTS,35344611.pdf,ADVOCATE,0.055
ARTS,15293959.pdf,FITNESS,0.055
DESIGNER,16356151.pdf,HEALTHCARE,0.055
DESIGNER,49325370.pdf,HEALTHCARE,0.055
AVIATION,16237710.pdf,ACCOUNTANT,0.055
ARTS,16223371.pdf,SALES,0.055
ADVOCATE,99416532.pdf,AVIATION,0.055
FINANCE,37348041.pdf,ADVOCATE,0.055
CONSTRUCTION,18084150.pdf,HR,0.055
AGRICULTURE,13812481.pdf,SALES,0.055
BANKING,20986595.pdf,DESIGNER,0.055
PUBLIC-RELATIONS,28092317.pdf,CHEF,0.055
HEALTHCARE,25924968.pdf,CHEF,0.055
AUTOMOBILE,12546838.pdf,BUSINESS-DEVELOPMENT,0.055
FITNESS,77156708.pdf,BANKING,0.055
TEACHER,13888506.pdf,BUSINESS-DEVELOPMENT,0.055
SALES,37751611.pdf,ARTS,0.055
TEACHER,22765255.pdf,BUSINESS-DEVELOPMENT,0.055
APPAREL,20880935.pdf,FINANCE,0.055
DESIGNER,26530575.pdf,FINANCE,0.055
AGRICULTURE,20574232.pdf,CONSULTANT,0.055
FINANCE,39082090.pdf,HEALTHCARE,0.055
ADVOCATE,34303500.pdf,SALES,0.055
APPAREL,91478356.pdf,HEALTHCARE,0.055
HEALTHCARE,26341987.pdf,DIGITAL-MEDIA,0.055
CONSTRUCTION,26291616.pdf,CONSULTANT,0.055
FITNESS,51363762.pdf,INFORMATION-TECHNOLOGY,0.055
FITNESS,18187364.pdf,INFORMATION-TECHNOLOGY,0.055
AUTOMOBILE,28531493.pdf,PUBLIC-RELATIONS,0.055
HEALTHCARE,32067700.pdf,TEACHER,0.055
BANKING,16915389.pdf,APPAREL,0.055
TEACHER,29999135.pdf,ACCOUNTANT,0.055
AUTOMOBILE,14496667.pdf,ACCOUNTANT,0.055
TEACHER,12338274.pdf,ACCOUNTANT,0.055
AUTOMOBILE,29992154.pdf,HEALTHCARE,0.055
TEACHER,25846894.pdf,ACCOUNTANT,0.055
INFORMATION-TECHNOLOGY,54100393.pdf,ARTS,0.055
INFORMATION-TECHNOLOGY,28325193.pdf,ARTS,0.055
DESIGNER,37997506.pdf,ACCOUNTANT,0.055
PUBLIC-RELATIONS,14626780.pdf,BANKING,0.055
AVIATION,51432451.pdf,CONSULTANT,0.055
HEALTHCARE,38896303.pdf,CONSULTANT,0.055
FITNESS,27726066.pdf,CONSULTANT,0.055
ARTS,16915389.pdf,APPAREL,0.055
ENGINEERING,15233524.pdf,BUSINESS-DEVELOPMENT,0.055
CHEF,21611212.pdf,TEACHER,0.055
AGRICULTURE,39413067.pdf,INFORMATION-TECHNOLOGY,0.055
CHEF,30361788.pdf,ACCOUNTANT,0.055
TEACHER,32042584.pdf,BUSINESS-DEVELOPMENT,0.055
CONSTRUCTION,33527446.pdf,ACCOUNTANT,0.055
PUBLIC-RELATIONS,97123005.pdf,FITNESS,0.055
HEALTHCARE,15765660.pdf,SALES,0.055
ARTS,21550454.pdf,TEACHER,0.055
AGRICULTURE,33665485.pdf,APPAREL,0.055
AGRICULTURE,18509268.pdf,APPAREL,0.055
ADVOCATE,23666211.pdf,INFORMATION-TECHNOLOGY,0.055
AGRICULTURE,18484846.pdf,HEALTHCARE,0.055
ARTS,3547447.pdf,BANKING,0.055
AVIATION,24854026.pdf,FINANCE,0.055
FINANCE,17378327.pdf,SALES,0.055
FINANCE,20748468.pdf,HEALTHCARE,0.055
SALES,69666645.pdf,FITNESS,0.055
AUTOMOBILE,55097118.pdf,SALES,0.055
FINANCE,15041689.pdf,HR,0.055
FINANCE,17624934.pdf,HEALTHCARE,0.055
CONSTRUCTION,27788376.pdf,CONSULTANT,0.055
DIGITAL-MEDIA,25047127.pdf,AUTOMOBILE,0.055
PUBLIC-RELATIONS,27409087.pdf,FINANCE,0.055
FINANCE,11752500.pdf,AVIATION,0.055
CHEF,63282405.pdf,FITNESS,0.055
AUTOMOBILE,96493528.pdf,BANKING,0.055
ADVOCATE,20566550.pdf,ENGINEERING,0.055
CONSTRUCTION,13294301.pdf,ACCOUNTANT,0.055
ADVOCATE,28396528.pdf,CHEF,0.055
AGRICULTURE,21645690.pdf,BANKING,0.055
AGRICULTURE,28419927.pdf,BANKING,0.055
ENGINEERING,17008356.pdf,AVIATION,0.055
AGRICULTURE,21756639.pdf,BANKING,0.055
AGRICULTURE,31273413.pdf,ARTS,0.055
ADVOCATE,14585273.pdf,CONSTRUCTION,0.055
ADVOCATE,32799518.pdf,CONSTRUCTION,0.055
INFORMATION-TECHNOLOGY,21611212.pdf,TEACHER,0.055
BANKING,94137171.pdf,AVIATION,0.055
AUTOMOBILE,91189201.pdf,CONSULTANT,0.055
TEACHER,19506295.pdf,AVIATION,0.055
HEALTHCARE,22848179.pdf,ARTS,0.055
PUBLIC-RELATIONS,24740005.pdf,CONSTRUCTION,0.055
ENGINEERING,20819838.pdf,SALES,0.055
AGRICULTURE,13575312.pdf,HEALTHCARE,0.055
CHEF,14626780.pdf,BANKING,0.055
BANKING,64755882.pdf,ENGINEERING,0.055
BANKING,26098594.pdf,APPAREL,0.055
ADVOCATE,28679359.pdf,DIGITAL-MEDIA,0.055
FINANCE,42304307.pdf,SALES,0.055
CHEF,16605352.pdf,FITNESS,0.055
AUTOMOBILE,64468610.pdf,ENGINEERING,0.055
AUTOMOBILE,12338274.pdf,ACCOUNTANT,0.055
AVIATION,15721849.pdf,CONSTRUCTION,0.055
ACCOUNTANT,28933005.pdf,TEACHER,0.055
TEACHER,32025286.pdf,CONSTRUCTION,0.055
PUBLIC-RELATIONS,29640922.pdf,APPAREL,0.055
BANKING,55104715.pdf,SALES,0.055
TEACHER,25838512.pdf,FITNESS,0.055
SALES,29061628.pdf,CONSTRUCTION,0.055
SALES,63083944.pdf,CONSTRUCTION,0.055
BANKING,55712978.pdf,AGRICULTURE,0.055
AGRICULTURE,29173771.pdf,ADVOCATE,0.055
APPAREL,35325329.pdf,INFORMATION-TECHNOLOGY,0.055
DIGITAL-MEDIA,24508725.pdf,HR,0.055
DIGITAL-MEDIA,18297650.pdf,HR,0.055
AVIATION,22047665.pdf,SALES,0.055
CHEF,48549972.pdf,CONSTRUCTION,0.055
BPO,20230207.pdf,TEACHER,0.055
INFORMATION-TECHNOLOGY,16511249.pdf,SALES,0.055
INFORMATION-TECHNOLOGY,20400279.pdf,ADVOCATE,0.055
ENGINEERING,15850434.pdf,TEACHER,0.055
APPAREL,14945250.pdf,DIGITAL-MEDIA,0.055
APPAREL,10251432.pdf,HEALTHCARE,0.055
APPAREL,60624892.pdf,HEALTHCARE,0.055
BANKING,17658471.pdf,FITNESS,0.055
DIGITAL-MEDIA,25846894.pdf,ACCOUNTANT,0.055
INFORMATION-TECHNOLOGY,36302399.pdf,BANKING,0.055
CONSTRUCTION,13342150.pdf,ADVOCATE,0.055
AGRICULTURE,17876954.pdf,AVIATION,0.055
AVIATION,28176889.pdf,CHEF,0.055
AVIATION,27662298.pdf,CHEF,0.055
AGRICULTURE,16877897.pdf,HR,0.055
AVIATION,15575117.pdf,HR,0.055
AVIATION,19717385.pdf,HR,0.055
HEALTHCARE,21645690.pdf,BANKING,0.055
CHEF,20006992.pdf,AGRICULTURE,0.055
APPAREL,24590489.pdf,PUBLIC-RELATIONS,0.055
PUBLIC-RELATIONS,13982572.pdf,BANKING,0.055
PUBLIC-RELATIONS,19920687.pdf,BANKING,0.055
BANKING,32802563.pdf,ENGINEERING,0.055
FINANCE,28020046.pdf,AVIATION,0.055
ADVOCATE,68216398.pdf,AVIATION,0.055
HEALTHCARE,13967854.pdf,ADVOCATE,0.055
HEALTHCARE,16877897.pdf,HR,0.055
FINANCE,27974588.pdf,FITNESS,0.055
AGRICULTURE,19124258.pdf,ENGINEERING,0.055
AVIATION,37220856.pdf,ARTS,0.055
FINANCE,25452321.pdf,CHEF,0.055
APPAREL,23804341.pdf,ADVOCATE,0.055
AGRICULTURE,22605864.pdf,ENGINEERING,0.055
DIGITAL-MEDIA,31242382.pdf,ADVOCATE,0.055
ENGINEERING,13393401.pdf,BANKING,0.055
SALES,90867631.pdf,INFORMATION-TECHNOLOGY,0.055
AUTOMOBILE,11877150.pdf,FINANCE,0.055
ARTS,26341645.pdf,AUTOMOBILE,0.055
ARTS,15790602.pdf,AUTOMOBILE,0.055
FITNESS,42156237.pdf,DIGITAL-MEDIA,0.055
CONSTRUCTION,67631413.pdf,AVIATION,0.055
APPAREL,16694152.pdf,BUSINESS-DEVELOPMENT,0.055
APPAREL,25128608.pdf,CHEF,0.055
PUBLIC-RELATIONS,15936656.pdf,DESIGNER,0.055
ENGINEERING,24410405.pdf,ADVOCATE,0.055
FINANCE,10333299.pdf,CHEF,0.054
AGRICULTURE,24709432.pdf,CHEF,0.054
CONSTRUCTION,60489316.pdf,BANKING,0.054
DIGITAL-MEDIA,39776400.pdf,DESIGNER,0.054
AUTOMOBILE,22732234.pdf,AUTOMOBILE,0.054
ADVOCATE,32947778.pdf,HR,0.054
SALES,31111279.pdf,INFORMATION-TECHNOLOGY,0.054
SALES,18155310.pdf,HR,0.054
SALES,15576950.pdf,HR,0.054
DIGITAL-MEDIA,21134923.pdf,AGRICULTURE,0.054
CONSTRUCTION,14449423.pdf,ACCOUNTANT,0.054
ENGINEERING,39115899.pdf,ACCOUNTANT,0.054
AUTOMOBILE,54201930.pdf,DESIGNER,0.054
CHEF,39566718.pdf,CONSTRUCTION,0.054
BANKING,36970996.pdf,SALES,0.054
ENGINEERING,24854026.pdf,FINANCE,0.054
FITNESS,32069695.pdf,AUTOMOBILE,0.054
FITNESS,19007667.pdf,CHEF,0.054
SALES,39566718.pdf,CONSTRUCTION,0.054
CHEF,14364597.pdf,PUBLIC-RELATIONS,0.054
CHEF,14667659.pdf,PUBLIC-RELATIONS,0.054
CHEF,22925443.pdf,ACCOUNTANT,0.054
BANKING,24994145.pdf,FITNESS,0.054
AVIATION,19553067.pdf,ENGINEERING,0.054
AVIATION,10985403.pdf,ENGINEERING,0.054
AVIATION,32042584.pdf,BUSINESS-DEVELOPMENT,0.054
ADVOCATE,14107571.pdf,FITNESS,0.054
CHEF,16103783.pdf,PUBLIC-RELATIONS,0.054
AUTOMOBILE,62312955.pdf,DESIGNER,0.054
AGRICULTURE,16509761.pdf,DIGITAL-MEDIA,0.054
AGRICULTURE,14225422.pdf,HR,0.054
AVIATION,29928796.pdf,SALES,0.054
HEALTHCARE,42156237.pdf,DIGITAL-MEDIA,0.054
HEALTHCARE,93459677.pdf,CONSULTANT,0.054
AVIATION,79041971.pdf,BANKING,0.054
DIGITAL-MEDIA,16653657.pdf,AGRICULTURE,0.054
HEALTHCARE,31169070.pdf,CONSULTANT,0.054
HEALTHCARE,10464113.pdf,SALES,0.054
HEALTHCARE,26829350.pdf,BPO,0.054
FINANCE,98348532.pdf,BANKING,0.054
AGRICULTURE,16332293.pdf,AUTOMOBILE,0.054
AUTOMOBILE,10515955.pdf,DIGITAL-MEDIA,0.054
FINANCE,47729453.pdf,CHEF,0.054
ENGINEERING,37001381.pdf,HEALTHCARE,0.054
DIGITAL-MEDIA,23032182.pdf,SALES,0.054
AGRICULTURE,67406885.pdf,CONSULTANT,0.054
FINANCE,18509268.pdf,APPAREL,0.054
BANKING,87826037.pdf,AVIATION,0.054
HEALTHCARE,24905947.pdf,FITNESS,0.054
INFORMATION-TECHNOLOGY,86322251.pdf,TEACHER,0.054
FINANCE,66683238.pdf,TEACHER,0.054
AGRICULTURE,40018190.pdf,INFORMATION-TECHNOLOGY,0.054
TEACHER,50324968.pdf,APPAREL,0.054
ARTS,20969845.pdf,FINANCE,0.054
SALES,14391434.pdf,BANKING,0.054
CHEF,56691064.pdf,ENGINEERING,0.054
TEACHER,37640804.pdf,ADVOCATE,0.054
TEACHER,32605413.pdf,CHEF,0.054
TEACHER,38309905.pdf,CHEF,0.054
FITNESS,28109594.pdf,DIGITAL-MEDIA,0.054
ADVOCATE,21511817.pdf,CHEF,0.054
FITNESS,59450123.pdf,FINANCE,0.054
BANKING,11677012.pdf,DIGITAL-MEDIA,0.054
INFORMATION-TECHNOLOGY,20817322.pdf,CHEF,0.054
FINANCE,40882926.pdf,AGRICULTURE,0.054
HEALTHCARE,50324968.pdf,APPAREL,0.054
FINANCE,20148147.pdf,ARTS,0.054
AVIATION,24754689.pdf,ADVOCATE,0.054
DESIGNER,42164460.pdf,ADVOCATE,0.054
AUTOMOBILE,93459677.pdf,CONSULTANT,0.054
TEACHER,41651672.pdf,BANKING,0.054
AVIATION,98379112.pdf,BUSINESS-DEVELOPMENT,0.054
DESIGNER,33704389.pdf,TEACHER,0.054
FINANCE,29147100.pdf,DESIGNER,0.054
SALES,45907524.pdf,HEALTHCARE,0.054
ADVOCATE,95792386.pdf,CONSULTANT,0.054
DESIGNER,28325193.pdf,ARTS,0.054
AUTOMOBILE,27756469.pdf,ENGINEERING,0.054
FITNESS,58208591.pdf,APPAREL,0.054
CHEF,23631724.pdf,PUBLIC-RELATIONS,0.054
TEACHER,19234823.pdf,ADVOCATE,0.054
TEACHER,17254634.pdf,ADVOCATE,0.054
TEACHER,15423153.pdf,BUSINESS-DEVELOPMENT,0.054
ADVOCATE,27850777.pdf,BUSINESS-DEVELOPMENT,0.054
FITNESS,56520872.pdf,HEALTHCARE,0.054
CHEF,15717923.pdf,FINANCE,0.054
BANKING,57601040.pdf,CONSULTANT,0.054
FITNESS,25142074.pdf,APPAREL,0.054
ACCOUNTANT,28325193.pdf,ARTS,0.054
TEACHER,18176523.pdf,INFORMATION-TECHNOLOGY,0.054
DIGITAL-MEDIA,15684810.pdf,AVIATION,0.054
DIGITAL-MEDIA,22168194.pdf,AVIATION,0.054
CHEF,23048999.pdf,PUBLIC-RELATIONS,0.054
FITNESS,15139979.pdf,ENGINEERING,0.054
AGRICULTURE,24083609.pdf,INFORMATION-TECHNOLOGY,0.054
ENGINEERING,18927233.pdf,DIGITAL-MEDIA,0.054
TEACHER,25974844.pdf,HEALTHCARE,0.054
APPAREL,20417897.pdf,HR,0.054
ARTS,15289348.pdf,ACCOUNTANT,0.054
CHEF,66741193.pdf,FINANCE,0.054
CHEF,47410104.pdf,FINANCE,0.054
CHEF,47549345.pdf,ENGINEERING,0.054
BUSINESS-DEVELOPMENT,24219583.pdf,FITNESS,0.054
AGRICULTURE,10070224.pdf,PUBLIC-RELATIONS,0.054
AGRICULTURE,17602815.pdf,BUSINESS-DEVELOPMENT,0.054
ADVOCATE,17306905.pdf,ACCOUNTANT,0.054
CONSTRUCTION,17812897.pdf,HR,0.054
BANKING,87968870.pdf,HR,0.054
ARTS,69859102.pdf,AGRICULTURE,0.054
TEACHER,26202430.pdf,HR,0.054
DIGITAL-MEDIA,11555549.pdf,ARTS,0.054
PUBLIC-RELATIONS,47729453.pdf,CHEF,0.054
HEALTHCARE,59777056.pdf,FINANCE,0.054
HEALTHCARE,28815362.pdf,CONSTRUCTION,0.054
APPAREL,10945968.pdf,AVIATION,0.054
BPO,17660419.pdf,FITNESS,0.054
AVIATION,10089434.pdf,INFORMATION-TECHNOLOGY,0.054
FINANCE,12693146.pdf,CONSTRUCTION,0.054
AUTOMOBILE,10738095.pdf,APPAREL,0.054
FINANCE,17412079.pdf,HR,0.054
HEALTHCARE,14722634.pdf,FINANCE,0.054
CONSTRUCTION,18640927.pdf,FINANCE,0.054
ENGINEERING,85417107.pdf,HEALTHCARE,0.054
CONSTRUCTION,48533663.pdf,CONSULTANT,0.054
ENGINEERING,17915015.pdf,FITNESS,0.054
CONSTRUCTION,55097118.pdf,SALES,0.054
BANKING,31392754.pdf,PUBLIC-RELATIONS,0.054
DESIGNER,38698573.pdf,ADVOCATE,0.054
TEACHER,11902276.pdf,PUBLIC-RELATIONS,0.054
TEACHER,75329822.pdf,PUBLIC-RELATIONS,0.054
AUTOMOBILE,79536879.pdf,AGRICULTURE,0.054
AVIATION,38744475.pdf,DESIGNER,0.054
SALES,22093368.pdf,FITNESS,0.054
CHEF,19599699.pdf,FITNESS,0.054
HEALTHCARE,25067742.pdf,ACCOUNTANT,0.054
FINANCE,18827609.pdf,HR,0.054
DESIGNER,46772262.pdf,ADVOCATE,0.054
DIGITAL-MEDIA,26341645.pdf,AUTOMOBILE,0.054
CONSTRUCTION,13503650.pdf,DIGITAL-MEDIA,0.054
PUBLIC-RELATIONS,88038965.pdf,FINANCE,0.054
ENGINEERING,26098594.pdf,APPAREL,0.054
AUTOMOBILE,10219099.pdf,ENGINEERING,0.054
DESIGNER,22925443.pdf,ACCOUNTANT,0.054
HEALTHCARE,11187796.pdf,ARTS,0.054
FINANCE,36625776.pdf,HEALTHCARE,0.054
BPO,24068423.pdf,AGRICULTURE,0.054
AGRICULTURE,19362586.pdf,BPO,0.054
PUBLIC-RELATIONS,10653119.pdf,CHEF,0.054
INFORMATION-TECHNOLOGY,87826037.pdf,AVIATION,0.054
AUTOMOBILE,11842274.pdf,PUBLIC-RELATIONS,0.054
SALES,19161572.pdf,CONSULTANT,0.054
FITNESS,18725071.pdf,ADVOCATE,0.054
APPAREL,34198885.pdf,ACCOUNTANT,0.054
FITNESS,23804341.pdf,ADVOCATE,0.054
SALES,13569152.pdf,CONSULTANT,0.054
ACCOUNTANT,69199666.pdf,HEALTHCARE,0.054
FITNESS,79541391.pdf,INFORMATION-TECHNOLOGY,0.054
FITNESS,20001721.pdf,INFORMATION-TECHNOLOGY,0.054
DIGITAL-MEDIA,16103783.pdf,PUBLIC-RELATIONS,0.054
APPAREL,26530696.pdf,SALES,0.054
BUSINESS-DEVELOPMENT,91431878.pdf,AVIATION,0.054
ADVOCATE,82649935.pdf,ACCOUNTANT,0.054
APPAREL,90468982.pdf,ADVOCATE,0.054
BANKING,81125166.pdf,ENGINEERING,0.054
AVIATION,24411323.pdf,FINANCE,0.054
AVIATION,27914096.pdf,FINANCE,0.054
HEALTHCARE,11336022.pdf,TEACHER,0.054
FITNESS,24913648.pdf,INFORMATION-TECHNOLOGY,0.054
APPAREL,36102323.pdf,AGRICULTURE,0.054
FITNESS,44147689.pdf,CONSTRUCTION,0.054
APPAREL,19616406.pdf,HR,0.054
INFORMATION-TECHNOLOGY,36905896.pdf,BANKING,0.054
DIGITAL-MEDIA,12491898.pdf,CONSTRUCTION,0.054
FITNESS,18472240.pdf,CONSTRUCTION,0.054
CHEF,83338413.pdf,ARTS,0.054
AUTOMOBILE,12674256.pdf,AGRICULTURE,0.054
AGRICULTURE,32720816.pdf,AVIATION,0.054
AGRICULTURE,36727173.pdf,AVIATION,0.054
AVIATION,62555739.pdf,CHEF,0.054
CONSTRUCTION,34151183.pdf,FITNESS,0.054
APPAREL,16492045.pdf,BPO,0.054
FITNESS,29878348.pdf,CONSTRUCTION,0.054
SALES,28247753.pdf,AGRICULTURE,0.054
FINANCE,31362807.pdf,APPAREL,0.054
FINANCE,27831220.pdf,CHEF,0.054
AGRICULTURE,29574501.pdf,CONSTRUCTION,0.054
AVIATION,15564893.pdf,CONSTRUCTION,0.054
PUBLIC-RELATIONS,37997506.pdf,ACCOUNTANT,0.054
HEALTHCARE,77156708.pdf,BANKING,0.054
APPAREL,28733974.pdf,AGRICULTURE,0.054
AGRICULTURE,24548333.pdf,HEALTHCARE,0.054
PUBLIC-RELATIONS,39247950.pdf,BANKING,0.054
PUBLIC-RELATIONS,36302399.pdf,BANKING,0.054
TEACHER,27257013.pdf,PUBLIC-RELATIONS,0.054
CHEF,29746235.pdf,AGRICULTURE,0.054
SALES,25656981.pdf,CONSTRUCTION,0.054
ADVOCATE,17555081.pdf,DESIGNER,0.054
AUTOMOBILE,32965335.pdf,ADVOCATE,0.054
AUTOMOBILE,10818478.pdf,ADVOCATE,0.054
SALES,28320387.pdf,ENGINEERING,0.054
CHEF,10734870.pdf,CONSTRUCTION,0.054
APPAREL,18448085.pdf,AUTOMOBILE,0.054
TEACHER,24416961.pdf,AGRICULTURE,0.054
TEACHER,25810233.pdf,SALES,0.054
ENGINEERING,23185829.pdf,CHEF,0.054
TEACHER,79570655.pdf,CONSULTANT,0.054
ENGINEERING,14569498.pdf,CHEF,0.054
TEACHER,20628003.pdf,DIGITAL-MEDIA,0.054
